UNODC,unodc_ddds@un.org,,,,,,,,,,,
12/05/2023,,,,,,,,,,,,
Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,"Rate per 100,000 population",2.42594793915723,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,"Rate per 100,000 population",1.60500762378621,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2014,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2015,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2017,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,"Rate per 100,000 population",0.820761995436563,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2014,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2015,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2016,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2017,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2018,"Rate per 100,000 population",0.820761995436563,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,"Rate per 100,000 population",0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,"Rate per 100,000 population",0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,6443,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,6095,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,6055,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2007,Counts,6238,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2008,Counts,6960,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2009,Counts,7603,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2010,Counts,7452,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2011,Counts,6237,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2012,Counts,6086,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2013,Counts,2786,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2014,Counts,2417,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2015,Counts,2364,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,1849,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,21998,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,21814,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,22386,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2020,Counts,20427,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,21455,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2004,Counts,51,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,Counts,52,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,Counts,57,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,Counts,98,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2008,Counts,213,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2009,Counts,162,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2010,Counts,133,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2011,Counts,124,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2012,Counts,83,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2013,Counts,519,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2014,Counts,450,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2015,Counts,402,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,293,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,258,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,196,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,174,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,141,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,363,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,314,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,289,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,318,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,385,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,401,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,496,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,569,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,655,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,9793,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,12254,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,10701,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,10380,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,10582,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,10831,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,11121,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,9622,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,11102,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2004,Counts,363,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,314,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,289,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,318,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,385,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,401,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,496,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,569,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,655,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,6932,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,9181,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,7738,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,7371,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,7044,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,7054,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,7049,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,6018,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,Counts,7014,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Counts,2861,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,3073,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,2963,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,3009,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,2899,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,3016,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,3184,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,2685,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,3097,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,Counts,262,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,Counts,301,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,Counts,364,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,505,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,639,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,761,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,888,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Counts,919,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2021,Counts,991,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,153,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,54,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,52,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,45,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Counts,43,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,Counts,164,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Counts,7,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Counts,6,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Counts,6,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,6,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,1,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,1,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,2,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Counts,16605,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Counts,16144,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Counts,16428,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Counts,14447,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2017,Counts,12518,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2018,Counts,12913,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2019,Counts,13234,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Female,Total,2020,Counts,12589,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2017,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,6,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2019,Counts,0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2020,Counts,1,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2017,Counts,31,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,25,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2019,Counts,12,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2020,Counts,11,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2017,Counts,2042,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Counts,2075,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2019,Counts,1999,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2020,Counts,1726,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,27,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,"Rate per 100,000 population",50.1305725182925,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,"Rate per 100,000 population",46.4104646574603,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2006,"Rate per 100,000 population",45.1447728746346,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2007,"Rate per 100,000 population",45.5441280290852,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2008,"Rate per 100,000 population",49.7873628942939,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2009,"Rate per 100,000 population",53.3191728606462,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2010,"Rate per 100,000 population",51.2407206128588,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2011,"Rate per 100,000 population",42.0468503845042,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",40.2292232851451,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",18.0643269645774,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",15.3814432464837,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",14.7739778254092,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",11.349822618355,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",132.688144919244,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",129.458592285879,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",130.863780747925,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2020,"Rate per 100,000 population",117.64862743124,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,"Rate per 100,000 population",121.844677879273,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2004,"Rate per 100,000 population",0.396811919669862,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2005,"Rate per 100,000 population",0.39595474359113,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.42497969510391,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.715505698437054,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2008,"Rate per 100,000 population",1.5236649851271,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2009,"Rate per 100,000 population",1.13609180631654,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",0.914521717862349,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",0.835948284059407,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",0.548640409573947,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",3.36517792340836,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",2.86373581337097,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",2.51232617843253,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",1.76732550510676,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",1.531141322534,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2019,"Rate per 100,000 population",1.14577419041335,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2020,"Rate per 100,000 population",1.00214721559876,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",0.800750388300049,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2004,"Rate per 100,000 population",2.82436719294431,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2005,"Rate per 100,000 population",2.39095749014644,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,"Rate per 100,000 population",2.15472161201807,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,"Rate per 100,000 population",2.32174298064269,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,"Rate per 100,000 population",2.75404234400907,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2009,"Rate per 100,000 population",2.81217786625268,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",3.4105471583438,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",3.8359239808855,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",4.32963214784259,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",63.4974709131754,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",77.9827081267731,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",66.876622973648,CTS
